session_id,step_id,interface_option,task_type,task_completion_time_sec,total_interactions,selected_accommodation,total_navigations,total_filters,total_resets,total_hovers,total_scrolls
599ccdc5-f31c-482e-a1d2-ae84b4393e19,multi-exploratory,multi,exploratory,210.319,11,"{'id': '85', 'versionBenchmark': {'name': 'Stylish Place', 'location': {'lat': 39.446494, 'lng': -0.367786}, 'images': ['/images/midrange_hotel/room/room7.jpg', '/images/midrange_hotel/bathroom/bathroom8.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Urban Hotel', 'location': {'lat': 39.468332, 'lng': -0.344989}, 'images': ['/images/midrange_hotel/room/room4.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym1.jpg']}, 'versionMultiAxisCarousel': {'name': 'Classic Inn', 'location': {'lat': 39.44744, 'lng': -0.364271}, 'images': ['/images/midrange_hotel/room/room5.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception1.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym3.jpg']}, 'price': 117.69, 'rating': 2.05, 'distance': 2.7, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'TV in room', 'Swimming pool', 'Gym', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Tea/coffee maker', 'Bar', 'Family-friendly', 'Private room']}",2,17,1,120,1
599ccdc5-f31c-482e-a1d2-ae84b4393e19,multi-goal,multi,goal,32.867,6,"{'id': '87', 'versionBenchmark': {'name': 'Royal Retreat', 'location': {'lat': 39.463646, 'lng': -0.363529}, 'images': ['/images/luxury_hotel/room/room2.jpg', '/images/luxury_hotel/bathroom/bathroom4.jpg', '/images/luxury_hotel/reception/reception5.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Palatial Resort', 'location': {'lat': 39.468266, 'lng': -0.391259}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom8.jpg', '/images/luxury_hotel/reception/reception7.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Grand Retreat', 'location': {'lat': 39.459046, 'lng': -0.381967}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom10.jpg', '/images/luxury_hotel/reception/reception3.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'price': 75.71, 'rating': 2.57, 'distance': 1.3, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",1,6,0,17,1
599ccdc5-f31c-482e-a1d2-ae84b4393e19,single-exploratory,single,exploratory,126.248,12,"{'id': '4', 'versionBenchmark': {'name': 'Sunny Haven', 'location': {'lat': 39.440401, 'lng': -0.381003}, 'images': ['/images/guesthouse_bnb/room/room2.jpg', '/images/guesthouse_bnb/bathroom/bathroom3.jpg', '/images/guesthouse_bnb/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Relaxing Cottage', 'location': {'lat': 39.449109, 'lng': -0.348897}, 'images': ['/images/guesthouse_bnb/room/room5.jpg', '/images/guesthouse_bnb/bathroom/bathroom5.jpg', '/images/guesthouse_bnb/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Quaint Retreat', 'location': {'lat': 39.445538, 'lng': -0.354334}, 'images': ['/images/guesthouse_bnb/room/room3.jpg', '/images/guesthouse_bnb/bathroom/bathroom2.jpg', '/images/guesthouse_bnb/reception/reception7.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg']}, 'price': 23.97, 'rating': 4.58, 'distance': 3.3, 'type': 'Guesthouse / Bed & Breakfast (B&B)', 'features': ['Luggage storage', 'Breakfast available', 'Pet-friendly', 'Private bathroom', 'Rooftop terrace', 'Breakfast included', 'Free Wi-Fi', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Private room', 'Room service', 'Parking']}",2,3,0,8,10
599ccdc5-f31c-482e-a1d2-ae84b4393e19,single-goal,single,goal,112.517,6,"{'id': '177', 'versionBenchmark': {'name': 'Vibrant Place', 'location': {'lat': 39.478722, 'lng': -0.378643}, 'images': ['/images/hostel_dormitory_bed/room/room9.jpg', '/images/hostel_dormitory_bed/bathroom/bathroom2.jpg', '/images/hostel_dormitory_bed/reception/reception10.jpg', '/images/features/pool/pool2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Breezy Hostel', 'location': {'lat': 39.477244, 'lng': -0.369572}, 'images': ['/images/hostel_dormitory_bed/room/room2.jpg', '/images/hostel_dormitory_bed/bathroom/bathroom1.jpg', '/images/hostel_dormitory_bed/reception/reception1.jpg', '/images/features/pool/pool2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Cool Commons', 'location': {'lat': 39.464598, 'lng': -0.385694}, 'images': ['/images/hostel_dormitory_bed/room/room3.jpg', '/images/hostel_dormitory_bed/bathroom/bathroom3.jpg', '/images/hostel_dormitory_bed/reception/reception1.jpg', '/images/features/pool/pool5.jpg']}, 'price': 23.58, 'rating': 3.6, 'distance': 1, 'type': 'Hostel (Dormitory Bed)', 'features': ['Shared kitchen', 'Hostel entertainment', 'Breakfast available', 'Bar', 'Common room', 'Non-smoking rooms', 'Swimming pool', 'Shared bathroom', 'Lockers', '24h reception']}",2,2,0,7,4
5ad7541d-e2ec-4675-9586-7a8981986e2d,benchmark-exploratory,benchmark,exploratory,40.198,1,"{'id': '135', 'versionBenchmark': {'name': 'Royal Estate', 'location': {'lat': 39.424074, 'lng': -0.383931}, 'images': ['/images/luxury_hotel/room/room2.jpg', '/images/luxury_hotel/bathroom/bathroom2.jpg', '/images/luxury_hotel/reception/reception8.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'versionSingleAxisCarousel': {'name': 'Serene Estate', 'location': {'lat': 39.446639, 'lng': -0.324797}, 'images': ['/images/luxury_hotel/room/room3.jpg', '/images/luxury_hotel/bathroom/bathroom4.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Luxury Hotel', 'location': {'lat': 39.446094, 'lng': -0.427386}, 'images': ['/images/luxury_hotel/room/room5.jpg', '/images/luxury_hotel/bathroom/bathroom3.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym5.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'price': 22.68, 'rating': 4.75, 'distance': 5.13, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",1,0,0,3,0
5ad7541d-e2ec-4675-9586-7a8981986e2d,benchmark-goal,benchmark,goal,26.284,1,"{'id': '65', 'versionBenchmark': {'name': 'Elegant Collection', 'location': {'lat': 39.466522, 'lng': -0.382892}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom10.jpg', '/images/upper_midrange_hotel/reception/reception5.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool2.jpg', '/images/features/gym/gym3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Executive Haven', 'location': {'lat': 39.465955, 'lng': -0.382345}, 'images': ['/images/upper_midrange_hotel/room/room1.jpg', '/images/upper_midrange_hotel/bathroom/bathroom5.jpg', '/images/upper_midrange_hotel/reception/reception9.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool3.jpg', '/images/features/gym/gym4.jpg']}, 'versionMultiAxisCarousel': {'name': 'Executive Residence', 'location': {'lat': 39.4732, 'lng': -0.369642}, 'images': ['/images/upper_midrange_hotel/room/room6.jpg', '/images/upper_midrange_hotel/bathroom/bathroom3.jpg', '/images/upper_midrange_hotel/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym5.jpg']}, 'price': 15.37, 'rating': 2.57, 'distance': 0.68, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Luggage storage', 'Airport shuttle', 'Restaurant', 'Non-smoking rooms', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",1,0,0,2,0
5ad7541d-e2ec-4675-9586-7a8981986e2d,multi-exploratory,multi,exploratory,219.893,39,"{'id': '180', 'versionBenchmark': {'name': 'Modern Hotel', 'location': {'lat': 39.467094, 'lng': -0.408636}, 'images': ['/images/midrange_hotel/room/room9.jpg', '/images/midrange_hotel/bathroom/bathroom1.jpg', '/images/midrange_hotel/reception/reception6.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym5.jpg']}, 'versionSingleAxisCarousel': {'name': 'Elegant Hotel', 'location': {'lat': 39.466165, 'lng': -0.344121}, 'images': ['/images/midrange_hotel/room/room1.jpg', '/images/midrange_hotel/bathroom/bathroom8.jpg', '/images/midrange_hotel/reception/reception5.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/gym/gym5.jpg']}, 'versionMultiAxisCarousel': {'name': 'Stylish Stay', 'location': {'lat': 39.44799, 'lng': -0.392412}, 'images': ['/images/midrange_hotel/room/room3.jpg', '/images/midrange_hotel/bathroom/bathroom5.jpg', '/images/midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/gym/gym1.jpg']}, 'price': 102.93, 'rating': 4.43, 'distance': 2.8, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'Gym', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Bar', 'Family-friendly', 'Private room']}",4,26,4,262,29
5ad7541d-e2ec-4675-9586-7a8981986e2d,multi-goal,multi,goal,47.231,11,"{'id': '21', 'versionBenchmark': {'name': 'Classic Collection', 'location': {'lat': 39.468527, 'lng': -0.380345}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom4.jpg', '/images/upper_midrange_hotel/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym3.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Haven', 'location': {'lat': 39.469423, 'lng': -0.380673}, 'images': ['/images/upper_midrange_hotel/room/room5.jpg', '/images/upper_midrange_hotel/bathroom/bathroom7.jpg', '/images/upper_midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/gym/gym4.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Refined Villa', 'location': {'lat': 39.473269, 'lng': -0.37708}, 'images': ['/images/upper_midrange_hotel/room/room9.jpg', '/images/upper_midrange_hotel/bathroom/bathroom6.jpg', '/images/upper_midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/gym/gym1.jpg', '/images/features/pool/pool4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 50.35, 'rating': 4.34, 'distance': 0.38, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', '24h reception', 'Gym', 'Swimming pool', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",3,3,0,46,7
5ad7541d-e2ec-4675-9586-7a8981986e2d,single-exploratory,single,exploratory,115.081,12,"{'id': '39', 'versionBenchmark': {'name': 'Premier Suites', 'location': {'lat': 39.466169, 'lng': -0.381817}, 'images': ['/images/luxury_hotel/room/room10.jpg', '/images/luxury_hotel/bathroom/bathroom4.jpg', '/images/luxury_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/pool/pool3.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'versionSingleAxisCarousel': {'name': 'Opulent Sanctuary', 'location': {'lat': 39.474594, 'lng': -0.380414}, 'images': ['/images/luxury_hotel/room/room8.jpg', '/images/luxury_hotel/bathroom/bathroom1.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool2.jpg', '/images/features/gym/gym5.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'versionMultiAxisCarousel': {'name': 'Luxury Hotel', 'location': {'lat': 39.474454, 'lng': -0.380667}, 'images': ['/images/luxury_hotel/room/room5.jpg', '/images/luxury_hotel/bathroom/bathroom10.jpg', '/images/luxury_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool3.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view4.jpg']}, 'price': 43.25, 'rating': 4.02, 'distance': 0.63, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",1,0,0,3,11
5ad7541d-e2ec-4675-9586-7a8981986e2d,single-goal,single,goal,73.563,7,"{'id': '21', 'versionBenchmark': {'name': 'Classic Collection', 'location': {'lat': 39.468527, 'lng': -0.380345}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom4.jpg', '/images/upper_midrange_hotel/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym3.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Haven', 'location': {'lat': 39.469423, 'lng': -0.380673}, 'images': ['/images/upper_midrange_hotel/room/room5.jpg', '/images/upper_midrange_hotel/bathroom/bathroom7.jpg', '/images/upper_midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/gym/gym4.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Refined Villa', 'location': {'lat': 39.473269, 'lng': -0.37708}, 'images': ['/images/upper_midrange_hotel/room/room9.jpg', '/images/upper_midrange_hotel/bathroom/bathroom6.jpg', '/images/upper_midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/gym/gym1.jpg', '/images/features/pool/pool4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 50.35, 'rating': 4.34, 'distance': 0.38, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', '24h reception', 'Gym', 'Swimming pool', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",1,3,1,4,6
609e0e31-2771-4035-bbc8-b9d03a13b08b,benchmark-exploratory,benchmark,exploratory,93.545,1,"{'id': '135', 'versionBenchmark': {'name': 'Royal Estate', 'location': {'lat': 39.424074, 'lng': -0.383931}, 'images': ['/images/luxury_hotel/room/room2.jpg', '/images/luxury_hotel/bathroom/bathroom2.jpg', '/images/luxury_hotel/reception/reception8.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'versionSingleAxisCarousel': {'name': 'Serene Estate', 'location': {'lat': 39.446639, 'lng': -0.324797}, 'images': ['/images/luxury_hotel/room/room3.jpg', '/images/luxury_hotel/bathroom/bathroom4.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym1.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Luxury Hotel', 'location': {'lat': 39.446094, 'lng': -0.427386}, 'images': ['/images/luxury_hotel/room/room5.jpg', '/images/luxury_hotel/bathroom/bathroom3.jpg', '/images/luxury_hotel/reception/reception1.jpg', '/images/features/pool/pool1.jpg', '/images/features/gym/gym5.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'price': 22.68, 'rating': 4.75, 'distance': 5.13, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Private room', 'Spa']}",1,1,0,6,0
609e0e31-2771-4035-bbc8-b9d03a13b08b,benchmark-goal,benchmark,goal,75.906,1,"{'id': '127', 'versionBenchmark': {'name': 'Grand Sanctuary', 'location': {'lat': 39.460721, 'lng': -0.375785}, 'images': ['/images/luxury_hotel/room/room6.jpg', '/images/luxury_hotel/bathroom/bathroom7.jpg', '/images/luxury_hotel/reception/reception9.jpg', '/images/features/pool/pool4.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view5.jpg']}, 'versionSingleAxisCarousel': {'name': 'Premier Palace', 'location': {'lat': 39.479055, 'lng': -0.377298}, 'images': ['/images/luxury_hotel/room/room6.jpg', '/images/luxury_hotel/bathroom/bathroom10.jpg', '/images/luxury_hotel/reception/reception2.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Elegant Palace', 'location': {'lat': 39.476149, 'lng': -0.38499}, 'images': ['/images/luxury_hotel/room/room9.jpg', '/images/luxury_hotel/bathroom/bathroom2.jpg', '/images/luxury_hotel/reception/reception4.jpg', '/images/features/pool/pool5.jpg', '/images/features/gym/gym3.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 60.14, 'rating': 4.76, 'distance': 1.02, 'type': 'Luxury Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Daily housekeeping', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'TV in room', 'Swimming pool', '24h reception', 'Gym', 'Luggage storage', 'Airport shuttle', 'Restaurant', 'Sea view', 'Bar', 'Private room']}",1,0,1,5,0
609e0e31-2771-4035-bbc8-b9d03a13b08b,multi-exploratory,multi,exploratory,132.841,25,"{'id': '18', 'versionBenchmark': {'name': 'Stylish Hotel', 'location': {'lat': 39.458536, 'lng': -0.362545}, 'images': ['/images/midrange_hotel/room/room4.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception10.jpg', '/images/features/rooftop_terrace/rooftop_terrace4.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Hotel', 'location': {'lat': 39.479259, 'lng': -0.392375}, 'images': ['/images/midrange_hotel/room/room8.jpg', '/images/midrange_hotel/bathroom/bathroom6.jpg', '/images/midrange_hotel/reception/reception6.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/pool/pool2.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Modern Hotel', 'location': {'lat': 39.454586, 'lng': -0.372586}, 'images': ['/images/midrange_hotel/room/room6.jpg', '/images/midrange_hotel/bathroom/bathroom3.jpg', '/images/midrange_hotel/reception/reception1.jpg', '/images/features/rooftop_terrace/rooftop_terrace5.jpg', '/images/features/pool/pool1.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'price': 15.94, 'rating': 4.76, 'distance': 1.73, 'type': 'Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Balcony', 'Room service', 'Parking', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Rooftop terrace', 'TV in room', 'Swimming pool', 'Luggage storage', 'Pet-friendly', 'Breakfast included', 'Self check-in', 'Restaurant', 'Non-smoking rooms', 'Tea/coffee maker', 'Sea view', 'Bar', 'Family-friendly', 'Private room']}",7,7,1,109,18
609e0e31-2771-4035-bbc8-b9d03a13b08b,single-exploratory,single,exploratory,53.867,1,"{'id': '21', 'versionBenchmark': {'name': 'Classic Collection', 'location': {'lat': 39.468527, 'lng': -0.380345}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom4.jpg', '/images/upper_midrange_hotel/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym3.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Haven', 'location': {'lat': 39.469423, 'lng': -0.380673}, 'images': ['/images/upper_midrange_hotel/room/room5.jpg', '/images/upper_midrange_hotel/bathroom/bathroom7.jpg', '/images/upper_midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/gym/gym4.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Refined Villa', 'location': {'lat': 39.473269, 'lng': -0.37708}, 'images': ['/images/upper_midrange_hotel/room/room9.jpg', '/images/upper_midrange_hotel/bathroom/bathroom6.jpg', '/images/upper_midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/gym/gym1.jpg', '/images/features/pool/pool4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 50.35, 'rating': 4.34, 'distance': 0.38, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', '24h reception', 'Gym', 'Swimming pool', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",1,2,0,9,0
609e0e31-2771-4035-bbc8-b9d03a13b08b,single-goal,single,goal,34.29,1,"{'id': '21', 'versionBenchmark': {'name': 'Classic Collection', 'location': {'lat': 39.468527, 'lng': -0.380345}, 'images': ['/images/upper_midrange_hotel/room/room7.jpg', '/images/upper_midrange_hotel/bathroom/bathroom4.jpg', '/images/upper_midrange_hotel/reception/reception2.jpg', '/images/features/rooftop_terrace/rooftop_terrace3.jpg', '/images/features/gym/gym3.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view3.jpg']}, 'versionSingleAxisCarousel': {'name': 'Classic Haven', 'location': {'lat': 39.469423, 'lng': -0.380673}, 'images': ['/images/upper_midrange_hotel/room/room5.jpg', '/images/upper_midrange_hotel/bathroom/bathroom7.jpg', '/images/upper_midrange_hotel/reception/reception8.jpg', '/images/features/rooftop_terrace/rooftop_terrace1.jpg', '/images/features/gym/gym4.jpg', '/images/features/pool/pool3.jpg', '/images/features/sea_view/sea_view2.jpg']}, 'versionMultiAxisCarousel': {'name': 'Refined Villa', 'location': {'lat': 39.473269, 'lng': -0.37708}, 'images': ['/images/upper_midrange_hotel/room/room9.jpg', '/images/upper_midrange_hotel/bathroom/bathroom6.jpg', '/images/upper_midrange_hotel/reception/reception4.jpg', '/images/features/rooftop_terrace/rooftop_terrace2.jpg', '/images/features/gym/gym1.jpg', '/images/features/pool/pool4.jpg', '/images/features/sea_view/sea_view1.jpg']}, 'price': 50.35, 'rating': 4.34, 'distance': 0.38, 'type': 'Upper Mid-Range Hotel', 'features': ['Private bathroom', 'Fitness center', 'Daily housekeeping', 'Room service', 'Parking', 'Concierge', 'Breakfast available', 'Air conditioning', 'Free Wi-Fi', 'Coffee machine', 'Rooftop terrace', 'TV in room', '24h reception', 'Gym', 'Swimming pool', 'Private beach', 'Luggage storage', 'Airport shuttle', 'Breakfast included', 'Restaurant', 'Non-smoking rooms', 'Sea view', 'Bar', 'Family-friendly', 'Private room', 'Spa']}",1,1,0,6,0
